File,Duration,BPM,Time_Signature,Genre,Labels,Sections
0536_workout,233.088,93,4|4,Hip-Hop,"[1.18589779e-01 3.99503600e+00 2.52853490e+01 8.65756440e+01
 1.07865957e+02 1.69156252e+02 1.90474617e+02]",['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge']
0537_writteninthestars,206.185,92,4|4,Hip-Hop,"[  1.748792  22.61836   64.428656  95.76748  137.552056 168.890488
 179.336632]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'transition' 'chorus']
0538_you,164.144,96,4|4,Country,"[1.22126406e-01 1.14845740e+01 3.16951020e+01 6.20108940e+01
 8.22214220e+01 1.02431950e+02 1.20116162e+02 1.40326690e+02]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'chorus'
 'outro']"
0539_youandi,246.004,63,4|4,Country,"[7.30087875e-02 3.83806000e+00 3.40742840e+01 4.91923960e+01
 7.94286200e+01 1.09664844e+02 1.24782956e+02 1.55019180e+02
 1.70137292e+02 1.85255404e+02 2.00373516e+02 2.23050684e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'solo/instrumental' 'transition' 'chorus' 'outro']"
0540_youandme,213.924,89,4|4,Pop,"[  0.         2.742856  13.469112  34.921624  45.64788   77.826648
  99.27916  110.005416 131.457928 155.592004 177.044516]","['silence' 'intro' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'bridge' 'chorus' 'chorus']"
0541_youdroppedabombonme,242.265,127,4|4,Pop,"[  0.333333  15.571413  30.767685  45.957573  61.165541  76.403621
  91.733141 114.613769 122.232809 137.493665 167.985009 198.447429]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'chorus'
 'verse' 'chorus' 'outro' 'outro']"
0542_yougetwhatyougive,281.064,114,4|4,Pop,"[  0.689655  34.337263  68.040115  84.900855 105.953495 114.389351
 131.249951 148.106847 169.177967 177.606415 200.784647 226.069991
 251.355335]","['intro' 'chorus' 'transition' 'chorus' 'solo/instrumental' 'chorus'
 'transition' 'chorus' 'solo/instrumental' 'bridge' 'chorus' 'transition'
 'bridge']"
0543_yougonnafly,215.676,89,4|4,Country,"[  0.2       17.811816  39.482248  49.640263  71.310695  95.689931
 117.360363 124.809574 143.094001 164.764433 187.112066]","['intro' 'verse' 'transition' 'chorus' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'chorus' 'chorus' 'transition']"
0544_yougottabe,246.893,94,4|4,Pop,"[1.87500000e-01 4.10116960e+01 6.14155360e+01 8.18495400e+01
 1.02264228e+02 1.27782588e+02 1.48197276e+02 1.68611964e+02
 1.89026652e+02 2.09441340e+02]","['intro' 'chorus' 'verse' 'chorus' 'bridge' 'verse' 'chorus' 'chorus'
 'outro' 'chorus']"
0545_youkeepmehangingon,255.338,123,4|4,Pop,"[  0.434783  19.894783  35.462783  43.246783  58.814783  82.166783
 105.504955 126.898811 142.457979 158.017147 181.355899 212.474235
 228.033403]","['intro' 'chorus' 'solo/instrumental' 'chorus' 'verse' 'chorus' 'bridge'
 'solo/instrumental' 'chorus' 'verse' 'chorus' 'chorus' 'outro']"
0546_18days,229.297,65,4|4,Rock,"[  0.731707  30.078801  60.540342  89.155729 119.61727  148.232657
 193.46343 ]",['chorus' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'bridge']
0547_1901boflexdpassionpitremix,253.455,144,4|4,Dance/Electronic,"[  1.777776  46.777812  73.4445   101.777856 128.444544 181.77792
 208.444608]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'chorus']
0548_2getherextended,242.919,129,4|4,Hip-Hop,"[  0.        44.546668  59.378636  74.210604  89.042572 103.87454
 118.706508 133.538476 163.13946  185.32746 ]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus' 'outro']"
0549_515,236.409,82,4|4,Pop,"[  1.663414  12.639019  36.78535   65.321923  89.468254 112.882878
 147.273107 171.419438 194.834062]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'chorus'
 'outro']"
0550_aboutyounow,191.152,165,4|4,Pop,"[  0.162162  13.98033   25.616682  37.253034  60.525738  72.16209
  83.798442 107.071146 133.252938 156.525642]","['verse' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus' 'chorus']"
0551_accordingtoyou,197.767,131,4|4,Pop,"[2.73584792e-02 3.15822950e+01 6.13532700e+01 9.02082150e+01
 1.17231100e+02 1.45628030e+02 1.52498255e+02 1.85933350e+02]",['verse' 'chorus' 'verse' 'chorus' 'bridge' 'verse' 'chorus' 'verse']
0552_addicted,222.36900000000003,138,4|4,Rock,"[  0.        22.14618   49.102726  77.798404 104.75495  133.450628
 170.841966]",['chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0553_alivefeatthegoodnatured,277.875,128,4|4,Dance/Electronic,[  0.        30.060484  67.560484 120.060484 150.060484 187.560484],['verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental']
0554_allalright,237.794,80,4|4,Pop,"[  0.23721399  12.174252    35.279854    71.801612   107.578028
 131.428972   155.279916   182.112228   205.963172  ]","['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus'
 'chorus']"
0555_allaroundme,197.767,147,4|4,Rock,"[  0.        16.420488  45.808224  55.604136  71.930656  98.053088
 107.849    124.17552  143.767344 156.82856  169.889776 176.420384]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'transition' 'chorus' 'transition' 'chorus']"
0556_allaroundtheworld,244.906,128,4|4,Pop,"[  0.6250005  15.6250005  44.6875005  75.6250005  90.6250005 119.6875005
 150.6250005 165.6250005 194.6875005 224.6875005]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'bridge' 'chorus' 'chorus']"
0557_alligator,161.634,115,4|4,Pop,"[  0.714286  17.409934  25.757758  42.453406  50.80123   71.149051
  80.018614  87.844699  96.714262 109.235998 117.062083 134.27947 ]","['verse' 'transition' 'verse' 'transition' 'chorus' 'transition' 'bridge'
 'chorus' 'transition' 'verse' 'transition' 'chorus']"
0558_allnightlong,194.995,140,4|4,Pop,"[  0.6       14.314272  41.314245  69.17136   96.171333 124.028448
 164.742693]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0559_alltherightmoves,237.01,146,4|4,Pop,"[1.04316625e-01 1.32334720e+01 2.63841600e+01 5.26855360e+01
 6.58362240e+01 7.89869120e+01 1.05288288e+02 1.18438976e+02
 1.31589664e+02 1.57891040e+02 1.71041728e+02 1.84192416e+02
 1.97343104e+02 2.23644480e+02]","['intro' 'chorus' 'verse' 'chorus' 'transition' 'verse' 'chorus'
 'transition' 'bridge' 'chorus' 'chorus' 'transition' 'solo/instrumental'
 'outro']"
0560_almostlovenow,199.963,92,4|4,Pop,"[  0.363636   8.189724  29.059292  49.92886   70.798428  91.667996
 112.537564 133.407132 154.2767   175.146268]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'transition' 'chorus']"
0561_alorsondanse,226.631,123,4|4,Hip-Hop,"[6.67373437e-02 1.57258440e+01 3.08847820e+01 5.48456840e+01
 6.99708150e+01 8.60683800e+01 1.16825106e+02 1.32935772e+02
 1.64162412e+02 1.95272188e+02 2.10818481e+02]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'verse'
 'bridge' 'chorus' 'outro']"
0562_alreadygone,277.744,74,4|4,Pop,"[5.47945333e-02 2.59903800e+01 5.19363320e+01 6.49093080e+01
 9.08552600e+01 1.16801212e+02 1.29774188e+02 1.55720140e+02
 1.81666092e+02 2.07612044e+02 2.20585020e+02 2.46530972e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'transition' 'solo/instrumental' 'verse' 'chorus' 'transition']"
0564_americanboybenny,253.377,129,4|4,Dance/Electronic,"[7.76209729e-02 2.98424440e+01 4.47261560e+01 7.44935800e+01
 1.04261004e+02 1.26586572e+02 1.48912140e+02 1.63795852e+02
 1.93563276e+02 2.23330700e+02]","['intro' 'chorus' 'solo/instrumental' 'verse' 'solo/instrumental' 'bridge'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'solo/instrumental']"
0565_americanhoney,222.107,86,4|4,Country,"[  2.25      13.46511   35.790678  58.116246  86.023206 108.348774
 136.255734 150.906888 161.371998 192.767328]","['intro' 'verse' 'verse' 'chorus' 'verse' 'chorus' 'bridge'
 'solo/instrumental' 'chorus' 'outro']"
0566_americanwoman,229.637,84,4|4,Rock,"[1.53125000e-01 1.08571460e+01 3.44285840e+01 5.65714500e+01
 8.01428880e+01 9.15714640e+01 1.25142906e+02 1.54428632e+02
 1.77285784e+02]","['intro' 'chorus' 'chorus' 'chorus' 'chorus' 'bridge' 'chorus' 'chorus'
 'outro']"
0567_anythingcouldhappen,286.712,102,4|4,Pop,"[  0.         9.516604  45.633092  65.438908  84.079676 110.87578
 130.681596 148.73984  167.963132 204.07962  223.885436 242.526204]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'bridge' 'verse' 'chorus' 'bridge'
 'solo/instrumental']"
0568_apologize,184.642,59,4|4,Pop,"[  0.14756949  16.370056    48.912424    73.3192     105.861568
 140.437834  ]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'chorus']
0569_arrow,186.969,138,4|4,Pop,"[  0.685714  14.58869   35.443154  49.34613   77.152082  91.055058
 111.909522 125.812498 153.61845 ]","['intro' 'verse' 'transition' 'chorus' 'solo/instrumental' 'verse'
 'transition' 'chorus' 'chorus']"
0570_aslongasyouloveme,229.794,70,4|4,Pop,"[  0.63607623  14.376133    41.804709    55.518997    71.804714
  98.376147   112.090435   126.661866   166.947587   180.661875
 194.376163   208.090451  ]","['intro' 'verse' 'chorus' 'transition' 'verse' 'chorus' 'transition'
 'bridge' 'chorus' 'transition' 'transition' 'transition']"
0571_atlantis,232.853,70,4|4,Pop,"[  3.243244  43.528965  57.243253  85.528972 112.957548 139.528981
 166.957557 195.243276]","['verse' 'transition' 'chorus' 'verse' 'transition' 'chorus' 'chorus'
 'solo/instrumental']"
0572_awake,226.36900000000003,101,4|4,Hip-Hop,"[  0.3658535  28.8806855  66.3064025  85.9103495 152.4449575 171.4548455
 180.9597895 199.9696775]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'outro']
0573_babyludacris,214.212,130,4|4,Pop,"[1.01190375e-01 1.43662860e+01 4.43662560e+01 7.34431500e+01
 1.03443120e+02 1.32981552e+02 1.62519984e+02 1.92058416e+02]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'outro']
0574_badromanceappboyz,232.435,130,4|4,Dance/Electronic,"[2.95275625e-02 8.80193100e+00 1.61865390e+01 4.57249710e+01
 5.31095790e+01 8.26480110e+01 9.00326190e+01 9.74172270e+01
 1.26955659e+02 1.34340267e+02 1.63878699e+02 1.71263307e+02
 1.78647915e+02 1.86032523e+02 1.93417131e+02 2.22955563e+02]","['intro' 'solo/instrumental' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'chorus' 'solo/instrumental']"
0575_badromanceskrillexremix,262.083,124,4|4,Dance/Electronic,"[6.35416667e-02 1.94193560e+01 5.03871000e+01 5.81290360e+01
 8.90967800e+01 9.87742000e+01 1.29741944e+02 1.37483880e+02
 1.68451624e+02 1.76193560e+02 2.22645176e+02 2.53612920e+02]","['intro' 'verse' 'transition' 'chorus' 'solo/instrumental' 'verse'
 'transition' 'chorus' 'solo/instrumental' 'bridge' 'chorus'
 'solo/instrumental']"
0576_barbrastreisand,231.729,127,4|4,Dance/Electronic,"[6.55737333e-02 1.51385240e+01 4.52443800e+01 5.27708440e+01
 9.79296280e+01 1.43088412e+02 2.03300124e+02]",['verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'outro']
0577_battlefieldmainversion,238.631,72,4|4,Pop,"[6.51408125e-02 6.69062400e+00 3.31733760e+01 4.64147520e+01
 7.28975040e+01 8.61388800e+01 9.93802560e+01 1.25863008e+02
 1.39104384e+02 1.52345760e+02 1.65587136e+02 1.92069888e+02
 2.05311264e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'transition' 'bridge' 'chorus' 'chorus' 'transition' 'chorus']"
0578_bealright,189.949,107,4|4,Pop,"[  0.24       8.090472  35.006376  53.51106   71.454996  89.95968
 107.342868 125.847552 137.062512 152.202708 170.146644]","['intro' 'verse' 'chorus' 'chorus' 'verse' 'chorus' 'chorus' 'bridge'
 'chorus' 'chorus' 'verse']"
0579_beatitstudioversion,226.448,150,4|4,Rock,"[  0.869566  26.469566  51.669566  71.269566  96.469566 116.069566
 141.669566 167.269566 192.469566]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'solo/instrumental'
 'chorus' 'chorus']"
0580_beautiful,238.84,76,4|4,Pop,"[  0.882353  26.104241  51.367409  79.726553  92.292065 117.522017
 145.905713 171.135665 199.519361]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'bridge'
 'chorus' 'outro']"
0581_beautifulcarlyrae,198.289,104,4|4,Pop,"[  0.230769   9.461537  38.307687  76.384605 104.076909 132.923059
 158.307671]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0582_beautifulday,245.795,136,4|4,Alternative,"[1.25000000e-01 1.33360100e+01 5.51708750e+01 6.97029860e+01
 9.74461070e+01 1.12858952e+02 1.26950696e+02 1.67904827e+02
 1.83317672e+02 2.10180059e+02 2.25592904e+02]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'transition' 'bridge' 'chorus'
 'transition' 'chorus' 'outro']"
0583_beautifulgirls,224.225,130,4|4,Pop,"[1.03448250e-01 3.28726463e+01 6.24110783e+01 7.62572182e+01
 1.06718726e+02 1.36257158e+02 1.50103298e+02 1.81026344e+02
 2.09180162e+02]","['chorus' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'verse' 'chorus']"
0585_beautyandabeat,228.33,128,4|4,Pop,"[8.82352500e-02 1.50882353e+01 3.00882353e+01 4.46194852e+01
 7.50882352e+01 9.00882352e+01 1.05088235e+02 1.19619485e+02
 1.49619485e+02 1.79619485e+02 2.10088235e+02]","['intro' 'verse' 'transition' 'chorus' 'transition' 'verse' 'transition'
 'chorus' 'bridge' 'chorus' 'transition']"
0586_bed,228.931,128,4|4,Hip-Hop,"[  0.334375  18.146875  51.896875  65.959375  96.896875 130.646875
 144.709375 175.178125 208.459375]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus']"
0587_bedrock,289.091,74,4|4,Hip-Hop,"[  0.        13.063064  64.954968  90.90092  142.792824 168.738776
 235.225278 261.17123 ]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'chorus']
0588_believe,222.552,80,4|4,Pop,"[  0.5625   6.5625  24.5625  39.5625  66.5625  84.5625  99.5625 120.5625
 138.5625 153.5625 165.5625 186.5625]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'transition' 'chorus' 'chorus' 'transition']"
0589_bestieverhad,256.776,81,4|4,Hip-Hop,"[1.05345915e-01 1.11670190e+01 2.30188750e+01 4.74633280e+01
 9.41300110e+01 1.05981867e+02 1.30426320e+02 1.77093003e+02
 1.88944859e+02 2.25241168e+02]","['intro' 'transition' 'chorus' 'verse' 'transition' 'chorus' 'verse'
 'transition' 'chorus' 'outro']"
0590_betterintime,233.794,82,4|4,Pop,"[9.14633750e-02 2.35060874e+01 7.03353354e+01 9.37499594e+01
 1.40579207e+02 1.63993831e+02 1.87408455e+02]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0591_biggirlsdontcry,254.553,113,4|4,Pop,"[  0.352941   8.841005  44.915277  78.867533  87.355597 121.307853
 155.260109 210.432525 244.384781]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'bridge'
 'chorus' 'outro']"
0592_blameit,255.076,125,4|4,Dance/Electronic,"[7.60416667e-02 7.28000000e+00 2.26400000e+01 3.80000000e+01
 5.33600000e+01 7.11200000e+01 1.01840000e+02 1.16720000e+02
 1.32560000e+02 1.39760000e+02 1.55120000e+02 1.70480000e+02
 1.85840000e+02 2.01200000e+02 2.16560000e+02 2.31920000e+02
 2.40080000e+02]","['chorus' 'chorus' 'chorus' 'chorus' 'chorus' 'solo/instrumental' 'chorus'
 'chorus' 'verse' 'chorus' 'chorus' 'chorus' 'chorus' 'chorus' 'chorus'
 'solo/instrumental' 'outro']"
0593_blameitradioedit,261.403,88,4|4,Hip-Hop,"[  0.        10.258618  21.849524  43.6677    64.804058  87.304052
 109.122228 130.258586 152.076762 195.713114 206.622202 228.440378
 250.940372]","['intro' 'chorus' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'bridge' 'chorus' 'verse' 'chorus' 'outro']"
0594_bleedinglove,238.004,104,4|4,Pop,"[  0.        39.299308  56.030075  80.837764 117.760836 134.491603
 154.683908 173.145444 189.876211 208.337747]","['verse' 'transition' 'chorus' 'verse' 'transition' 'chorus' 'bridge'
 'transition' 'chorus' 'chorus']"
0595_blonde,189.217,90,4|4,Pop,"[  0.280374  10.947046  42.280395  66.947074  98.280423 120.280434
 152.947117 174.947128]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'outro']
0596_bonbon,186.838,127,4|4,Dance/Electronic,"[8.91392938e-02 3.21203640e+01 5.47352280e+01 8.67729520e+01
 1.09387816e+02 1.41425540e+02 1.56502116e+02]",['chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0597_boomboomguetta,239.703,128,4|4,Hip-Hop,"[1.36363500e-01 1.51363635e+01 3.15426135e+01 6.20113635e+01
 7.65426135e+01 1.07011364e+02 1.25761364e+02 1.40761363e+02
 1.77792613e+02 1.93261363e+02 2.08261363e+02]","['intro' 'chorus' 'verse' 'chorus' 'verse' 'bridge' 'solo/instrumental'
 'bridge' 'verse' 'chorus' 'solo/instrumental']"
0598_boomboompow,217.035,130,4|4,Hip-Hop,"[  1.6030525  14.5261165  28.8337945  58.8337645  73.1414425 103.1414125
 117.9106285 132.6798445 147.4490605 169.1413465 184.3721005 199.1413165]","['intro' 'chorus' 'verse' 'chorus' 'verse' 'bridge' 'solo/instrumental'
 'bridge' 'solo/instrumental' 'verse' 'chorus' 'outro']"
0599_boyfriend,171.622,97,4|4,Pop,"[1.36363750e-01 9.41471875e+00 2.92085427e+01 3.78683408e+01
 5.88992788e+01 7.86931027e+01 8.73529008e+01 1.08383839e+02
 1.26940549e+02 1.47971487e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus' 'transition']"
0600_breakeven,255.521,94,4|4,Pop,"[  0.        25.559372  66.410444  91.942364 112.3679   143.006204
 153.218972 168.538124 188.96366  219.601964]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'bridge'
 'verse' 'chorus' 'solo/instrumental']"
0602_breaktheice,193.322,117,4|4,Pop,"[  0.        17.193413  49.363607  66.725299  74.384869 106.555063
 123.916755 141.278447 158.640139 173.959279]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'bridge'
 'chorus' 'solo/instrumental' 'chorus']"
0603_breaktheicejasonnevinsmix,248.148,126,4|4,Dance/Electronic,"[8.95833333e-02 1.48571300e+01 4.40591600e+01 5.98120400e+01
 6.67618400e+01 9.59991040e+01 1.11788568e+02 1.27593872e+02
 1.43407816e+02 1.72289834e+02 1.88128360e+02 2.47427962e+02]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'chorus' 'solo/instrumental' 'chorus'
 'solo/instrumental' 'solo/instrumental']"
0604_bustitbabypart2,231.127,79,4|4,Hip-Hop,"[7.79221000e-02 2.36154190e+01 4.86691840e+01 8.43518190e+01
 1.09405584e+02 1.32940939e+02 1.57994704e+02 1.93677339e+02
 2.18731104e+02]","['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus'
 'outro']"
0607_cantholdus,258.789,73,4|4,Hip-Hop,"[9.37500000e-02 1.98197820e+01 8.47513040e+01 1.11874598e+02
 1.50504744e+02 1.77628038e+02 2.03929414e+02 2.29408872e+02]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'bridge' 'chorus']
0608_canttellmenothing,270.972,80,4|4,Hip-Hop,"[1.95723763e-01 6.15789600e+00 5.41578960e+01 7.81578960e+01
 1.26157896e+02 1.50157896e+02 1.98157896e+02 2.22157896e+02
 2.34157896e+02]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'chorus'
 'outro']"
0609_carryon,278.737,104,4|4,Alternative,"[  0.39305575  18.820512    36.705125    55.166661    74.20512
  82.858965   101.320501   119.782037   138.820496   157.282032
 175.166645   193.628181   212.66664    254.205096  ]","['intro' 'verse' 'transition' 'chorus' 'solo/instrumental' 'verse'
 'transition' 'chorus' 'bridge' 'solo/instrumental' 'transition' 'chorus'
 'transition' 'outro']"
0610_castle,258.318,120,4|4,Hip-Hop,"[  0.588235   8.588235  16.588235  24.588235  56.588235  64.588235
  72.588235  80.588235 136.588235 144.588235 152.588235 200.588235
 216.588235 224.588235 232.588235]","['intro' 'transition' 'chorus' 'verse' 'transition' 'transition' 'chorus'
 'verse' 'transition' 'chorus' 'bridge' 'verse' 'transition' 'chorus'
 'outro']"
0611_catchingfeelings,235.023,88,4|4,Pop,"[1.50000000e-01 1.10590880e+01 5.46954400e+01 8.74227040e+01
 1.31059056e+02 1.63786320e+02 1.85604496e+02]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0613_celebrationbennybenassi,313.301,129,4|4,Dance/Electronic,"[  0.392157  74.810717  89.694429 104.578141 119.461853 149.229277
 163.647873 178.996701 208.299009 238.066433 253.415261]","['intro' 'verse' 'solo/instrumental' 'verse' 'solo/instrumental' 'bridge'
 'chorus' 'solo/instrumental' 'chorus' 'transition' 'solo/instrumental']"
0614_cinema,247.834,128,4|4,Dance/Electronic,"[5.90000e-02 1.50450e+01 4.50450e+01 7.50450e+01 8.25450e+01 1.12545e+02
 1.27545e+02 1.50045e+02 1.65045e+02 1.80045e+02 2.02545e+02]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'chorus'
 'bridge' 'chorus' 'chorus' 'outro']"
0615_circus,186.629,115,4|4,Dance/Electronic,"[7.20721333e-02 3.72738100e+00 2.92925920e+01 4.80751960e+01
 6.84230170e+01 9.39882280e+01 1.10683876e+02 1.31553436e+02
 1.48249084e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus']"
0616_citygirl,239.912,69,4|4,Pop,"[  0.340909  14.299513  28.212553  35.169073  49.082113  69.951673
  97.777753 118.647313 146.473393 160.386433 181.255993 209.082073
 222.995113]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge'
 'chorus' 'chorus' 'verse' 'chorus' 'chorus']"
0617_citylights,240.749,84,4|4,Pop,"[  0.25       5.964288  40.250016  74.535744  85.96432  120.250048
 154.535776 178.8215   201.678652]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'bridge'
 'solo/instrumental' 'chorus']"
0618_clocks,249.481,131,4|4,Alternative,"[8.73983958e-02 2.94321200e+01 5.87450800e+01 7.34015600e+01
 8.80580400e+01 1.17371000e+02 1.46683960e+02 1.75996920e+02
 2.05309880e+02]","['solo/instrumental' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'bridge' 'solo/instrumental' 'outro']"
0619_closer,233.82,126,4|4,R&B,"[5.48780625e-02 1.52845400e+01 4.48083200e+01 6.00464000e+01
 9.14749400e+01 1.10522540e+02 1.20998720e+02 1.52427260e+02
 1.67665340e+02 1.82427230e+02 2.12903390e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'bridge' 'chorus' 'chorus']"
0620_closertands,212.565,137,4|4,Pop,"[  0.521739  28.550923  36.434131  50.448723  57.456019  85.485203
  93.368411 107.383003 121.397595 149.426779 163.441371 177.455963
 191.470555]","['verse' 'transition' 'chorus' 'transition' 'verse' 'transition' 'chorus'
 'transition' 'bridge' 'chorus' 'transition' 'transition' 'verse']"
0621_clubcanthandleme,362.375,128,4|4,Pop,"[4.800000e-02 3.004500e+01 4.410750e+01 7.504500e+01 9.004500e+01
 1.050450e+02 1.200450e+02 1.350450e+02 1.491075e+02 1.800450e+02
 1.950450e+02 2.100450e+02 2.250450e+02 2.541075e+02 2.850450e+02
 3.000450e+02 3.300450e+02]","['intro' 'intro' 'chorus' 'solo/instrumental' 'verse' 'verse' 'verse'
 'verse' 'chorus' 'solo/instrumental' 'verse' 'verse' 'bridge' 'chorus'
 'solo/instrumental' 'verse' 'solo/instrumental']"
0622_clumsy,199.806,92,4|4,Pop,"[5.32511417e-02 1.17800760e+01 3.26496440e+01 5.35192120e+01
 6.39539960e+01 8.48235640e+01 1.05693132e+02 1.16127916e+02
 1.36997484e+02 1.47432268e+02 1.57867052e+02 1.78736620e+02]","['intro' 'verse' 'chorus' 'transition' 'verse' 'chorus' 'transition'
 'bridge' 'transition' 'transition' 'chorus' 'outro']"
0623_comeongethigher,212.748,92,4|4,Alternative,"[1.32857087e-01 1.57863360e+01 3.66559040e+01 4.70906880e+01
 6.79602560e+01 8.88298240e+01 9.92646080e+01 1.20134176e+02
 1.41003744e+02 1.61873312e+02 1.82742880e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'solo/instrumental' 'chorus' 'outro']"
0625_complicated,243.886,78,4|4,Alternative,"[7.87402000e-02 2.46908200e+01 4.93093480e+01 6.16186120e+01
 8.93144560e+01 1.13932984e+02 1.26242248e+02 1.50860776e+02
 1.63170040e+02 1.75479304e+02 1.87788568e+02 2.12407096e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'verse' 'transition' 'chorus' 'chorus']"
0626_coolerthanme,213.427,130,4|4,Pop,"[  0.2068965  32.0530185  46.3606965  75.8991285 105.4375605 135.4375305
 149.7452085 179.7451785]","['chorus' 'solo/instrumental' 'verse' 'chorus' 'verse' 'bridge' 'chorus'
 'solo/instrumental']"
0627_cowboyboots,258.214,73,4|4,Hip-Hop,"[  0.3333335  20.0593655  33.2100535  59.5114295 112.1141815 138.4155575
 164.7169335 177.8676215 191.0183095 204.1689975 230.4703735]","['intro' 'transition' 'chorus' 'verse' 'chorus' 'verse' 'bridge'
 'transition' 'chorus' 'solo/instrumental' 'outro']"
0628_crankthatsouljaboy,221.977,70,4|4,Hip-Hop,"[  0.952381  14.666669  42.095245  69.523821  96.952397 124.380973
 151.809549 179.238125 206.666701]","['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus'
 'outro']"
0629_crush,207.675,81,4|4,Pop,"[6.80380042e-02 1.19268680e+01 3.48898390e+01 4.74824360e+01
 8.30380040e+01 1.06741716e+02 1.41556543e+02 1.55630622e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'chorus' 'transition'
 'chorus']"
